date_string,yield,term
1990-03-13,8.77000045776,BC_2YEAR
1990-03-13,8.72000026703,BC_30YEAR
1990-03-13,0.0,BC_30YEARDISPLAY
1990-03-13,8.26000022888,BC_3MONTH
1990-03-13,8.77000045776,BC_3YEAR
1990-03-13,8.75,BC_5YEAR
1990-03-13,8.34000015259,BC_6MONTH
1990-03-13,8.77999973297,BC_7YEAR
1990-03-14,8.64999961853,BC_10YEAR
1990-03-14,8.40999984741,BC_1YEAR
1990-03-14,8.68999958038,BC_2YEAR
1990-03-14,8.60999965668,BC_30YEAR
1990-03-14,0.0,BC_30YEARDISPLAY
1990-03-14,8.22999954224,BC_3MONTH
1990-03-14,8.69999980927,BC_3YEAR
1990-03-14,8.67000007629,BC_5YEAR
1990-03-14,8.31000041962,BC_6MONTH
1990-03-14,8.71000003815,BC_7YEAR
1990-03-15,8.65999984741,BC_10YEAR
1990-03-15,8.40999984741,BC_1YEAR
1990-03-15,8.71000003815,BC_2YEAR
1990-03-15,8.63000011444,BC_30YEAR
1990-03-15,0.0,BC_30YEARDISPLAY
1990-03-15,8.21000003815,BC_3MONTH
1990-03-15,8.69999980927,BC_3YEAR
1990-03-15,8.68999958038,BC_5YEAR
1990-03-15,8.31999969482,BC_6MONTH
1990-03-15,8.72999954224,BC_7YEAR
1990-03-16,8.59000015259,BC_10YEAR
1990-03-16,8.35999965668,BC_1YEAR
1990-03-16,8.64000034332,BC_2YEAR
1990-03-16,8.55000019073,BC_30YEAR
1990-03-16,0.0,BC_30YEARDISPLAY
1990-03-16,8.18999958038,BC_3MONTH
1990-03-16,8.61999988556,BC_3YEAR
1990-03-16,8.60999965668,BC_5YEAR
1990-03-16,8.28999996185,BC_6MONTH
1990-03-16,8.64000034332,BC_7YEAR
1990-03-19,8.59000015259,BC_10YEAR
1990-03-19,8.38000011444,BC_1YEAR
1990-03-19,8.68000030518,BC_2YEAR
1990-03-19,8.53999996185,BC_30YEAR
1990-03-19,0.0,BC_30YEARDISPLAY
1990-03-19,8.22000026703,BC_3MONTH
1990-03-19,8.65999984741,BC_3YEAR
1990-03-19,8.64999961853,BC_5YEAR
1990-03-19,8.31999969482,BC_6MONTH
1990-03-19,8.65999984741,BC_7YEAR
1990-03-20,8.53999996185,BC_10YEAR
1990-03-20,8.38000011444,BC_1YEAR
1990-03-20,8.68000030518,BC_2YEAR
1990-03-20,8.47000026703,BC_30YEAR
1990-03-20,0.0,BC_30YEARDISPLAY
1990-03-20,8.25,BC_3MONTH
1990-03-20,8.64999961853,BC_3YEAR
1990-03-20,8.60999965668,BC_5YEAR
1990-03-20,8.35000038147,BC_6MONTH
1990-03-20,8.61999988556,BC_7YEAR
1990-03-21,8.55000019073,BC_10YEAR
1990-03-21,8.39000034332,BC_1YEAR
1990-03-21,8.68999958038,BC_2YEAR
1990-03-21,8.47000026703,BC_30YEAR
1990-03-21,0.0,BC_30YEARDISPLAY
1990-03-21,8.22999954224,BC_3MONTH
1990-03-21,8.65999984741,BC_3YEAR
1990-03-21,8.61999988556,BC_5YEAR
1990-03-21,8.34000015259,BC_6MONTH
1990-03-21,8.63000011444,BC_7YEAR
1990-03-22,8.52999973297,BC_10YEAR
1990-03-22,8.31999969482,BC_1YEAR
1990-03-22,8.61999988556,BC_2YEAR
1990-03-22,8.48999977112,BC_30YEAR
1990-03-22,0.0,BC_30YEARDISPLAY
1990-03-22,8.17000007629,BC_3MONTH
1990-03-22,8.60000038147,BC_3YEAR
1990-03-22,8.56000041962,BC_5YEAR
1990-03-22,8.27000045776,BC_6MONTH
1990-03-22,8.60999965668,BC_7YEAR
1990-03-23,8.52000045776,BC_10YEAR
1990-03-23,8.28999996185,BC_1YEAR
1990-03-23,8.60999965668,BC_2YEAR
1990-03-23,8.47999954224,BC_30YEAR
1990-03-23,0.0,BC_30YEARDISPLAY
1990-03-23,8.14999961853,BC_3MONTH
1990-03-23,8.59000015259,BC_3YEAR
1990-03-23,8.53999996185,BC_5YEAR
1990-03-23,8.26000022888,BC_6MONTH
1990-03-23,8.59000015259,BC_7YEAR
1990-03-26,8.51000022888,BC_10YEAR
1990-03-26,8.30000019073,BC_1YEAR
1990-03-26,8.60999965668,BC_2YEAR
1990-03-26,8.47000026703,BC_30YEAR
1990-03-26,0.0,BC_30YEARDISPLAY
1990-03-26,8.13000011444,BC_3MONTH
1990-03-26,8.59000015259,BC_3YEAR
1990-03-26,8.52000045776,BC_5YEAR
1990-03-26,8.27999973297,BC_6MONTH
1990-03-26,8.57999992371,BC_7YEAR
1990-03-27,8.52000045776,BC_10YEAR
1990-03-27,8.35000038147,BC_1YEAR
1990-03-27,8.59000015259,BC_2YEAR
1990-03-27,8.47999954224,BC_30YEAR
1990-03-27,0.0,BC_30YEARDISPLAY
1990-03-27,8.17000007629,BC_3MONTH
1990-03-27,8.60000038147,BC_3YEAR
1990-03-27,8.55000019073,BC_5YEAR
1990-03-27,8.30000019073,BC_6MONTH
1990-03-27,8.59000015259,BC_7YEAR
1990-03-28,8.51000022888,BC_10YEAR
1990-03-28,8.32999992371,BC_1YEAR
1990-03-28,8.56999969482,BC_2YEAR
1990-03-28,8.47000026703,BC_30YEAR
1990-03-28,0.0,BC_30YEARDISPLAY
1990-03-28,8.11999988556,BC_3MONTH
1990-03-28,8.60000038147,BC_3YEAR
1990-03-28,8.52999973297,BC_5YEAR
1990-03-28,8.27000045776,BC_6MONTH
1990-03-28,8.57999992371,BC_7YEAR
1990-03-29,8.60000038147,BC_10YEAR
1990-03-29,8.35999965668,BC_1YEAR
1990-03-29,8.61999988556,BC_2YEAR
